TestSponsor,SystemName,Parallel,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Huawei,Huawei 2288H V5 (Intel Xeon Silver 4208),Yes,16,16,2,1,7.81,7.97,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6254),Yes,36,36,2,1,10.1&nbsp;,10.4&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Silver 4210),Yes,20,20,2,1,7.95,8.14,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8260),Yes,48,48,2,1,10.2&nbsp;,10.4&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Silver 4209T),Yes,16,16,2,1,7.80,7.98,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6252),Yes,48,48,2,1,9.76,9.97,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6242),Yes,32,32,2,1,9.93,10.1&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6248),Yes,40,40,2,1,8.53,8.73,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 5215),Yes,20,20,2,1,8.63,8.83,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Bronze 3204),Yes,12,12,2,1,4.79,4.90,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8256),Yes,8,8,2,1,9.19,9.38,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8253),Yes,32,32,2,1,7.91,8.10,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 5218),Yes,32,32,2,1,9.65,9.85,--,--
Huawei,Huawei G530 V5 (Intel Xeon Gold 6138),Yes,40,40,2,1,9.50,Not Run,--,--
Huawei,Huawei G560 V5 (Intel Xeon Gold 6138),Yes,40,40,2,1,9.53,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4214),Yes,24,24,2,1,8.03,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 5218),Yes,32,32,2,1,9.57,Not Run,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8276L),Yes,56,56,2,1,10.4&nbsp;,10.7&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 5215M),Yes,20,20,2,1,8.48,8.65,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 5218N),Yes,32,32,2,1,9.70,9.95,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8260M),Yes,48,48,2,1,10.2&nbsp;,10.4&nbsp;,--,--
Huawei,Huawei G560 V5 (Intel Xeon Gold 6152),Yes,44,44,2,1,9.54,Not Run,--,--
Huawei,Huawei G560 V5 (Intel Xeon Gold 6140),Yes,36,36,2,1,7.86,Not Run,--,--
Huawei,Huawei G530 V5 (Intel Xeon Gold 6152),Yes,44,44,2,1,9.58,Not Run,--,--
Huawei,Huawei G530 V5 (Intel Xeon Gold 6140),Yes,36,36,2,1,7.86,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6248),Yes,40,40,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6248),Yes,40,40,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6248),Yes,40,40,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 6248),Yes,40,40,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6254),Yes,36,36,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6254),Yes,36,36,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 5220),Yes,36,36,2,1,9.95,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6254),Yes,36,36,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 5220),Yes,36,36,2,1,9.99,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 6254),Yes,36,36,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 5220),Yes,36,36,2,1,9.99,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 5220),Yes,36,36,2,1,9.98,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Silver 4210),Yes,20,20,2,1,7.94,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Silver 4210),Yes,20,20,2,1,7.94,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Silver 4210),Yes,20,20,2,1,7.93,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8276),Yes,56,56,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Silver 4210),Yes,20,20,2,1,7.94,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8276),Yes,56,56,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8276),Yes,56,56,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8276L),Yes,56,56,2,1,10.5&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8276),Yes,56,56,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8276L),Yes,56,56,2,1,10.5&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8276L),Yes,56,56,2,1,10.5&nbsp;,Not Run,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Silver 4214),Yes,24,24,2,1,8.20,8.37,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8276L),Yes,56,56,2,1,10.5&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Silver 4214),Yes,24,24,2,1,8.18,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Silver 4214),Yes,24,24,2,1,8.19,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Silver 4214),Yes,24,24,2,1,8.17,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Silver 4214),Yes,24,24,2,1,8.17,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 5215M),Yes,20,20,2,1,8.47,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 5215M),Yes,20,20,2,1,8.48,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 5215M),Yes,20,20,2,1,8.47,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 5215M),Yes,20,20,2,1,8.49,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 6244),Yes,16,16,2,1,11.3&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6244),Yes,16,16,2,1,11.3&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6244),Yes,16,16,2,1,11.3&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6244),Yes,16,16,2,1,11.3&nbsp;,Not Run,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6244),Yes,16,16,2,1,11.3&nbsp;,Not Run,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Bronze 3204),Yes,12,12,2,1,4.78,4.89,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Silver 4208),Yes,16,16,2,1,7.81,7.98,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Silver 4209T),Yes,16,16,2,1,7.82,7.98,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Silver 4210),Yes,20,20,2,1,7.98,8.15,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Gold 5215M),Yes,20,20,2,1,8.47,8.68,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Gold 5218N),Yes,32,32,2,1,9.73,9.95,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Gold 5220),Yes,36,36,2,1,10.0&nbsp;,10.3&nbsp;,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Platinum 8253),Yes,32,32,2,1,7.80,7.99,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Platinum 8256),Yes,8,8,2,1,9.24,9.43,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Gold 6230),Yes,40,40,2,1,9.48,9.80,--,--
Huawei,Huawei 2288 V5 (Intel Xeon Gold 5218),Yes,32,32,2,1,9.66,9.88,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Gold 6230),Yes,40,40,2,1,10.0&nbsp;,10.3&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 5215L),Yes,20,20,2,1,8.50,Not Run,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 5215L),Yes,20,20,2,1,8.47,8.67,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 5215L),Yes,20,20,2,1,8.48,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 5215L),Yes,20,20,2,1,8.48,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 5215L),Yes,20,20,2,1,8.48,Not Run,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Gold 6240),Yes,36,36,2,1,9.96,10.2&nbsp;,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Gold 6242),Yes,32,32,2,1,9.92,10.1&nbsp;,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Gold 6248),Yes,40,40,2,1,10.1&nbsp;,10.3&nbsp;,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Bronze 3204),Yes,12,12,2,1,4.80,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Bronze 3204),Yes,12,12,2,1,4.79,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Bronze 3204),Yes,12,12,2,1,4.78,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Bronze 3204),Yes,12,12,2,1,4.79,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 5218N),Yes,32,32,2,1,9.69,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 5218N),Yes,32,32,2,1,9.72,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 5218N),Yes,32,32,2,1,9.68,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 5218N),Yes,32,32,2,1,9.74,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6240),Yes,36,36,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6240),Yes,36,36,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6240),Yes,36,36,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 6240),Yes,36,36,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 6252),Yes,48,48,2,1,9.91,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 6252),Yes,48,48,2,1,9.89,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 6252),Yes,48,48,2,1,9.89,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 6252),Yes,48,48,2,1,9.89,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Silver 4209T),Yes,16,16,2,1,7.76,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Silver 4209T),Yes,16,16,2,1,7.79,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Silver 4209T),Yes,16,16,2,1,7.79,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Silver 4209T),Yes,16,16,2,1,7.79,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Silver 4208),Yes,16,16,2,1,7.81,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Silver 4208),Yes,16,16,2,1,7.76,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Silver 4208),Yes,16,16,2,1,7.81,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8260M),Yes,48,48,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Silver 4208),Yes,16,16,2,1,7.80,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8260M),Yes,48,48,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8270),Yes,52,52,2,1,10.5&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8260M),Yes,48,48,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8270),Yes,52,52,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8260M),Yes,48,48,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8270),Yes,52,52,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8270),Yes,52,52,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Gold 5217),Yes,16,16,2,1,8.97,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Gold 5217),Yes,16,16,2,1,8.96,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Gold 5217),Yes,16,16,2,1,8.99,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8260L),Yes,48,48,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Gold 5217),Yes,16,16,2,1,8.95,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8260L),Yes,48,48,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Platinum 8276M),Yes,56,56,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8260L),Yes,48,48,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Platinum 8276M),Yes,56,56,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8260L),Yes,48,48,2,1,10.2&nbsp;,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Platinum 8276M),Yes,56,56,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei 1288H V5 (Intel Xeon Silver 4215),Yes,16,16,2,1,8.54,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Platinum 8276M),Yes,56,56,2,1,10.4&nbsp;,Not Run,--,--
Huawei,Huawei 5288 V5 (Intel Xeon Silver 4215),Yes,16,16,2,1,8.53,Not Run,--,--
Huawei,Huawei CH121 V5 (Intel Xeon Silver 4215),Yes,16,16,2,1,8.53,Not Run,--,--
Huawei,Huawei CH225 V5 (Intel Xeon Silver 4215),Yes,16,16,2,1,8.53,Not Run,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8260L),Yes,48,48,2,1,10.3&nbsp;,10.4&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 5217),Yes,16,16,2,1,8.96,9.15,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Platinum 8276M),Yes,56,56,2,1,10.5&nbsp;,10.7&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Silver 4215),Yes,16,16,2,1,8.55,8.72,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Bronze 3204),Yes,12,12,2,1,4.75,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6242),Yes,32,32,2,1,9.80,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 5215),Yes,20,20,2,1,8.58,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Platinum 8256),Yes,8,8,2,1,9.00,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4208),Yes,16,16,2,1,7.69,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6230),Yes,40,40,2,1,10.1&nbsp;,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4209T),Yes,16,16,2,1,7.67,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Gold 6240),Yes,36,36,2,1,9.80,Not Run,--,--
Huawei,Huawei XH321 V5 (Intel Xeon Silver 4216),Yes,32,32,2,1,8.39,Not Run,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Gold 6252),Yes,48,48,2,1,9.79,10.0&nbsp;,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Gold 5218),Yes,32,32,2,1,9.65,9.86,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Platinum 8253),Yes,32,32,2,1,7.88,8.06,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Platinum 8256),Yes,8,8,2,1,9.25,9.47,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Platinum 8260),Yes,48,48,2,1,10.2&nbsp;,10.4&nbsp;,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Platinum 8260L),Yes,48,48,2,1,10.2&nbsp;,10.4&nbsp;,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Platinum 8260M),Yes,48,48,2,1,10.2&nbsp;,10.5&nbsp;,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Platinum 8276),Yes,56,56,2,1,10.4&nbsp;,10.7&nbsp;,--,--
Huawei,Huawei XH628 V5 (Intel Xeon Platinum 8276L),Yes,56,56,2,1,10.5&nbsp;,10.7&nbsp;,--,--
Huawei,Huawei 2288H V5 (Intel Xeon Gold 6130),Yes,32,32,2,1,9.68,9.91,--,--
Inspur Corporation,Inspur NF8260M5 (Intel Xeon Platinum 8270),Yes,104,104,4,1,11.1&nbsp;,11.3&nbsp;,--,--
Inspur Corporation,Inspur NF8480M5 (Intel Xeon Platinum 8280M),Yes,112,112,4,1,11.6&nbsp;,11.9&nbsp;,--,--
Inspur Corporation,Inspur NF8260M5 (Intel Xeon Platinum 8260),Yes,96,96,4,1,10.8&nbsp;,11.0&nbsp;,--,--
Inspur Corporation,Inspur NF5288M5 (Intel Xeon Gold 5218R),Yes,40,40,2,1,11.3&nbsp;,11.5&nbsp;,--,--
Inspur Corporation,Inspur NF3120M5 (Intel Xeon E-2224),Yes,4,4,1,1,2.25,2.32,--,--
Inspur Corporation,Inspur NF5466M5 (Intel Xeon Silver 4214),Yes,24,24,2,1,7.39,7.55,--,--
Inspur Corporation,Inspur NE5260M5 (Intel Xeon Gold 5220),Yes,36,36,2,1,8.01,8.20,--,--
Inspur Corporation,Inspur NF5280M6 (Intel Xeon Gold 6314U),Yes,32,32,1,1,10.1&nbsp;,10.3&nbsp;,--,--
Inspur Corporation,Inspur NF5280M6 (Intel Xeon Silver 4314),Yes,32,32,2,1,9.79,10.0&nbsp;,--,--
Inspur Corporation,Inspur NF5280M6 (Intel Xeon Platinum 8358),Yes,64,64,2,1,11.4&nbsp;,11.7&nbsp;,--,--
Inspur Corporation,Inspur NF5280M5 (Intel Xeon Gold 5218R),Yes,16,8,2,2,11.0&nbsp;,11.3&nbsp;,--,--
Inspur Corporation,Inspur NF5280M5 (Intel Xeon Gold 5218R),Yes,24,24,2,1,11.3&nbsp;,11.6&nbsp;,--,--
Inspur Corporation,Inspur NF5488M5 (Intel Xeon Platinum 8260),Yes,48,48,2,1,10.9&nbsp;,11.2&nbsp;,--,--
Inspur Corporation,Inspur NF8480M6 (Intel Xeon Platinum 8360H),Yes,96,96,4,1,12.2&nbsp;,12.5&nbsp;,--,--
Inspur Corporation,Inspur NF8260M5 (Intel Xeon Platinum 8276L),Yes,112,112,4,1,11.8&nbsp;,12.1&nbsp;,--,--
Inspur Corporation,Inspur NF5280M6 (Intel Xeon Gold 6338),Yes,24,24,2,1,10.9&nbsp;,11.1&nbsp;,--,--
Inspur Corporation,Inspur NF8480M6 (Intel Xeon Gold 6348H),Yes,96,96,4,1,12.1&nbsp;,12.4&nbsp;,--,--
Inspur Corporation,Inspur NF8260M6 (Intel Xeon Gold 6348H),Yes,96,96,4,1,12.1&nbsp;,12.4&nbsp;,--,--
Inspur Corporation,Inspur NF5180M6 (Intel Xeon Gold 6338),Yes,24,24,2,1,11.0&nbsp;,11.2&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,28,28,1,1,9.34,9.62,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,56,56,2,1,9.31,9.56,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,56,56,2,1,9.31,9.53,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,112,112,4,1,9.34,9.64,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.50 GHz, Intel Xeon Platinum 8180)",Yes,224,224,8,1,9.37,9.62,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.30 GHz, Intel Xeon Gold 6140)",Yes,72,72,4,1,8.90,9.12,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.70 GHz, Intel Xeon Platinum 8168)",Yes,96,96,4,1,9.05,9.31,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,104,104,4,1,9.10,9.38,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8170M)",Yes,104,104,4,1,9.06,9.34,--,--
Lenovo Global Technology,"ThinkSystem SR850 (2.30 GHz, Intel Xeon Gold 6140)",Yes,72,72,4,1,8.85,9.04,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.70 GHz, Intel Xeon Gold 6150)",Yes,36,36,2,1,8.83,9.08,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Gold 6152)",Yes,44,44,2,1,8.89,9.18,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,9.02,9.31,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Platinum 8170)",Yes,52,52,2,1,9.06,9.32,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,48,48,2,1,9.00,9.29,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Silver 4110)",Yes,16,16,2,1,6.91,7.11,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.20 GHz, Intel Xeon Silver 4114)",Yes,20,20,2,1,7.03,7.24,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,8.63,8.91,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,8.91,9.17,--,--
Lenovo Global Technology,"ThinkSystem SR530 (1.70 GHz, Intel Xeon Bronze 3106)",Yes,16,16,2,1,4.26,4.39,--,--
Lenovo Global Technology,"ThinkSystem SR530 (3.60 GHz, Intel Xeon Gold 5122)",Yes,8,8,2,1,8.19,8.44,--,--
Lenovo Global Technology,"ThinkSystem SR530 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,8.79,9.05,--,--
Lenovo Global Technology,"ThinkSystem SR550 (3.60 GHz, Intel Xeon Gold 5122)",Yes,8,8,2,1,8.21,8.44,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,8.67,8.91,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,8.64,8.89,--,--
Lenovo Global Technology,"ThinkSystem SN850 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,112,112,4,1,9.30,9.59,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,8.64,8.89,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,48,48,2,1,9.02,9.24,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,8.77,9.02,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.70 GHz, Intel Xeon Platinum 8168)",Yes,48,48,2,1,9.00,9.26,--,--
Lenovo Global Technology,"ThinkSystem SR650 (3.20 GHz, Intel Xeon Gold 6134)",Yes,16,16,2,1,8.70,8.96,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,56,56,2,1,9.21,9.53,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.00 GHz, Intel Xeon Platinum 8153)",Yes,32,32,2,1,6.95,7.15,--,--
Lenovo Global Technology,"ThinkSystem SN550 (2.10 GHz, Intel Xeon Platinum 8160)",Yes,48,48,2,1,9.02,9.26,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,9.04,9.31,--,--
Lenovo Global Technology,"ThinkSystem SR590 (2.10 GHz, Intel Xeon Silver 4116)",Yes,24,24,2,1,7.12,7.30,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.60 GHz, Intel Xeon Gold 6126)",Yes,24,24,2,1,8.65,8.88,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.60 GHz, Intel Xeon Gold 6126T)",Yes,24,24,2,1,8.59,8.87,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.10 GHz, Intel Xeon Gold 6130T)",Yes,32,32,2,1,8.77,8.98,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.00 GHz, Intel Xeon Gold 6138)",Yes,40,40,2,1,8.84,9.08,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.70 GHz, Intel Xeon Gold 6150)",Yes,36,36,2,1,8.83,9.08,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.00 GHz, Intel Xeon Platinum 8164)",Yes,52,52,2,1,9.01,9.28,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.20 GHz, Intel Xeon Gold 6134)",Yes,32,32,4,1,8.88,9.14,--,--
Lenovo Global Technology,"ThinkSystem SR950 (3.20 GHz, Intel Xeon Gold 6134M)",Yes,32,32,4,1,8.80,9.04,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.00 GHz, Intel Xeon Gold 6138T)",Yes,80,80,4,1,8.93,9.19,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8176)",Yes,112,112,4,1,9.33,9.62,--,--
Lenovo Global Technology,"ThinkSystem SR950 (2.10 GHz, Intel Xeon Platinum 8176M)",Yes,112,112,4,1,9.32,9.59,--,--
Lenovo Global Technology,"ThinkSystem SR550 (2.10 GHz, Intel Xeon Gold 6130)",Yes,32,32,2,1,8.76,9.01,--,--
