TestSponsor,SystemName,AutoParallel,EnabledCores,EnabledChips,Cores/Chips,Threads/Core,Base,Peak
Supermicro,Motherboard X8DT6-F,Yes,4,2,2,1,20.9&nbsp;,21.9&nbsp;
Supermicro,"Motherboard X8SIE-F (Intel Xeon X3460, 2.80 GHz)",Yes,4,1,4,2,33.8&nbsp;,38.0&nbsp;
Supermicro,"Motherboard X8SIE-F (Intel Xeon L3426, 1.86 GHz)",Yes,4,1,4,1,31.4&nbsp;,35.2&nbsp;
Supermicro,"Motherboard X8SIE-F (Intel Xeon X3430, 2.40 GHz)",Yes,4,1,4,1,28.0&nbsp;,31.4&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.6&nbsp;,45.4&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon X5570, 2.93 GHz)",Yes,8,2,4,2,40.6&nbsp;,43.6&nbsp;
Supermicro,"Motherboard X8DTT-IBXF (Intel Xeon E5640, 2.67 GHz)",Yes,8,2,4,2,36.6&nbsp;,39.2&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.5&nbsp;,45.3&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,44.9&nbsp;,48.0&nbsp;
Supermicro,"Motherboard X8DTG-QF (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.4&nbsp;,45.3&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Xeon X3470, 2.93 GHz)",Yes,4,1,4,2,34.7&nbsp;,39.3&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon L5640, 2.80 GHz)",Yes,12,2,6,2,35.6&nbsp;,38.0&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon X5650, 2.66 GHz)",Yes,12,2,6,2,40.2&nbsp;,42.8&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,44.3&nbsp;,47.4&nbsp;
Supermicro,"Motherboard X8SIE-F (Intel Xeon X3440, 2.53 GHz)",Yes,4,1,4,2,32.9&nbsp;,34.7&nbsp;
Supermicro,"Motherboard X8SIE-F (Intel Xeon X3450, 2.66 GHz)",Yes,4,1,4,2,31.8&nbsp;,36.1&nbsp;
Supermicro,"Motherboard X8DTL-iF (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.6&nbsp;,45.3&nbsp;
Supermicro,"Motherboard X8DAL-3 (Intel Xeon X5667, 3.06GHz)",Yes,8,2,4,2,43.4&nbsp;,46.2&nbsp;
Supermicro,"Motherboard X8DAL-3 (Intel Xeon X5670, 2.93GHz)",Yes,12,2,6,2,42.6&nbsp;,45.3&nbsp;
Supermicro,"Motherboard X8DAH+-F (Intel Xeon X5650, 2.66 GHz)",Yes,12,2,6,2,40.0&nbsp;,42.5&nbsp;
Supermicro,"Motherboard X8DTL-6 (Intel Xeon X5650, 2.66GHz)",Yes,12,2,6,2,39.8&nbsp;,42.5&nbsp;
Supermicro,"Motherboard X8DTL-3F (Intel Xeon W5590, 3.33GHz)",Yes,8,2,4,2,42.7&nbsp;,45.9&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon E5620, 2.40 GHz)",Yes,8,2,4,2,34.5&nbsp;,36.9&nbsp;
Supermicro,"Motherboard X8DTT-IBQF (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.4&nbsp;,45.4&nbsp;
Supermicro,"Motherboard X8DAL-3 (Intel Xeon X5660, 2.80GHz)",Yes,12,2,6,2,41.0&nbsp;,43.8&nbsp;
Supermicro,"Motherboard X8DAL-3 (Intel Xeon W5590, 3.33GHz)",Yes,8,2,4,2,42.9&nbsp;,46.2&nbsp;
Supermicro,"Motherboard X8DAL-3 (Intel Xeon E5530, 2.40GHz)",Yes,8,2,4,2,33.0&nbsp;,35.8&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon E5620, 2.40 GHz)",Yes,8,2,4,2,34.1&nbsp;,36.5&nbsp;
Supermicro,"Motherboard X8DTN+-F (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,44.6&nbsp;,47.7&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon E5640, 2.66 GHz)",Yes,8,2,4,2,36.7&nbsp;,39.2&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8&nbsp;,27.3&nbsp;
Supermicro,"Motherboard X8DAH+-F (Intel Xeon X5667, 3.06GHz)",Yes,8,2,4,2,43.6&nbsp;,46.6&nbsp;
Supermicro,"Motherboard X8DT3-LN4F (Intel Xeon E5630, 2.53GHz)",Yes,8,2,4,2,35.3&nbsp;,37.6&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Xeon X3430, 2.40 GHz)",Yes,4,1,4,1,31.8&nbsp;,33.5&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Xeon X3440, 2.53 GHz)",Yes,4,1,4,2,32.8&nbsp;,34.5&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Xeon X3450, 2.66 GHz)",Yes,4,1,4,2,34.7&nbsp;,36.8&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Xeon X3460, 2.80 GHz)",Yes,4,1,4,2,36.5&nbsp;,38.7&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon X5650, 2.66 GHz)",Yes,12,2,6,2,39.7&nbsp;,42.4&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon X5677, 3.46 GHz)",Yes,8,2,4,2,45.6&nbsp;,48.6&nbsp;
Supermicro,"Motherboard X8DT3-LN4F (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8&nbsp;,27.3&nbsp;
Supermicro,"Motherboard X8DTN+-F (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.7&nbsp;,27.4&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Xeon X3430, 2.40 GHz)",Yes,4,1,4,1,30.6&nbsp;,32.0&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Xeon X3440, 2.53 GHz)",Yes,4,1,4,2,32.8&nbsp;,34.6&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Xeon X3450, 2.66 GHz)",Yes,4,1,4,2,34.7&nbsp;,36.8&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Xeon X3460, 2.80 GHz)",Yes,4,1,4,2,36.3&nbsp;,38.6&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Xeon X3470, 2.93 GHz)",Yes,4,1,4,2,37.7&nbsp;,39.9&nbsp;
Supermicro,"Motherboard X8DAE (Intel Xeon X5677, 3.46 GHz)",Yes,8,2,4,2,45.3&nbsp;,48.3&nbsp;
Supermicro,"Motherboard X8DTU-LN4F+ (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.5&nbsp;,45.3&nbsp;
Supermicro,"Motherboard X8DAI (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,44.5&nbsp;,47.6&nbsp;
Supermicro,"Motherboard X8DTH-6F (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,44.1&nbsp;,47.2&nbsp;
Supermicro,"Motherboard X8DTU-LN4F+ (Intel Xeon X5677, 3.46 GHz)",Yes,8,2,4,2,45.9&nbsp;,48.8&nbsp;
Supermicro,"Motherboard X8DTL-iF (Intel Xeon E5630, 2.53 GHz)",Yes,8,2,4,2,35.4&nbsp;,37.7&nbsp;
Supermicro,"Motherboard X8DTG-QF (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,44.1&nbsp;,47.2&nbsp;
Supermicro,"Motherboard X8DTT-IBQF (Intel Xeon E5620, 2.67 GHz)",Yes,8,2,4,2,34.4&nbsp;,36.7&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Core i3-540, 3.06 GHz)",Yes,2,1,2,2,29.4&nbsp;,30.6&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Xeon L3426, 1.86 GHz)",Yes,4,1,4,2,32.3&nbsp;,35.4&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon E5630, 2.53 GHz)",Yes,8,2,4,2,35.5&nbsp;,37.8&nbsp;
Supermicro,"Motherboard X8DTT-IBQF (Intel Xeon E5640, 2.67 GHz)",Yes,8,2,4,2,36.8&nbsp;,39.2&nbsp;
Supermicro,"Motherboard X8DTT-IBQF (Intel Xeon E5630, 2.53 GHz)",Yes,8,2,4,2,35.3&nbsp;,37.9&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon E5630, 2.53 GHz)",Yes,8,2,4,2,35.6&nbsp;,38.1&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon E5640, 2.66 GHz)",Yes,8,2,4,2,36.8&nbsp;,39.4&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.8&nbsp;,27.4&nbsp;
Supermicro,"Motherboard X8DTN+ (Intel Xeon X5660, 2.80 GHz)",Yes,12,2,6,2,41.4&nbsp;,44.2&nbsp;
Supermicro,"Motherboard X8DAI (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.6&nbsp;,45.3&nbsp;
Supermicro,"Motherboard X8DAE (Intel Xeon X5680, 3.33 GHz)",Yes,12,2,6,2,44.2&nbsp;,47.3&nbsp;
Supermicro,"Motherboard X8DTH-6F (Intel Xeon X5677, 3.46 GHz)",Yes,8,2,4,2,44.8&nbsp;,48.3&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Core i3-540, 3.06 GHz)",Yes,2,1,2,2,29.3&nbsp;,30.6&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Xeon L3426, 1.86 GHz)",Yes,4,1,4,2,32.3&nbsp;,35.4&nbsp;
Supermicro,"Motherboard X8DT3-LN4F (Intel Xeon E5640, 2.66GHz)",Yes,8,2,4,2,36.7&nbsp;,39.1&nbsp;
Supermicro,"Motherboard X8DT3-LN4F (Intel Xeon E5620, 2.40GHz)",Yes,8,2,4,2,34.2&nbsp;,36.4&nbsp;
Supermicro,"Motherboard X8DAE (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.3&nbsp;,45.0&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Pentium G6950, 2.80 GHz)",Yes,2,1,2,1,25.5&nbsp;,26.4&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Core i3-530, 2.93 GHz)",Yes,2,1,2,2,28.5&nbsp;,29.7&nbsp;
Supermicro,"Motherboard X8DT3-LN4F (Intel Xeon L5609, 1.86 GHz)",Yes,8,2,4,1,25.6&nbsp;,27.2&nbsp;
Supermicro,"Motherboard X8DTN+-F (Intel Xeon X5667, 3.06 GHz)",Yes,8,2,4,2,43.2&nbsp;,46.1&nbsp;
Supermicro,"Motherboard X8DAI (Intel Xeon X5677, 3.46 GHz)",Yes,8,2,4,2,45.4&nbsp;,48.7&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Pentium G6950, 2.80 GHz)",Yes,2,1,2,1,25.5&nbsp;,26.4&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Core i3-550, 3.20 GHz)",Yes,2,1,2,2,30.6&nbsp;,31.8&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Xeon X3480, 3.06 GHz)",Yes,4,1,4,2,38.9&nbsp;,40.9&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Xeon X3480, 3.06 GHz)",Yes,4,1,4,2,38.9&nbsp;,40.9&nbsp;
Supermicro,"Motherboard X8DAI (Intel Xeon X5650, 2.66 GHz)",Yes,12,2,6,2,39.9&nbsp;,42.5&nbsp;
Supermicro,"Motherboard X8DTE-F (Intel Xeon X5667, 3.06 GHz)",Yes,8,2,4,2,42.9&nbsp;,46.1&nbsp;
Supermicro,"Motherboard X8DTN+-F (Intel Xeon L5630, 2.13 GHz)",Yes,8,2,4,2,30.5&nbsp;,32.6&nbsp;
Supermicro,"Motherboard X8SIE-F (Intel Xeon X3480, 3.06 GHz)",Yes,4,1,4,2,38.7&nbsp;,40.7&nbsp;
Supermicro,"Motherboard X8SIT-F (Intel Core i3-530, 2.93 GHz)",Yes,2,1,2,2,28.5&nbsp;,29.7&nbsp;
Supermicro,"Supermicro A+ Server 2022G-URF, AMD Opteron 6176 SE",Yes,24,2,12,1,21.8&nbsp;,30.3&nbsp;
Supermicro,"SuperServer 6026TT-HIBQF (Intel Xeon X5670, 2.93GHz)",Yes,12,2,6,2,42.1&nbsp;,45.2&nbsp;
Supermicro,"Supermicro A+ Server 2022TG-HIBQRF, AMD Opteron 6174",Yes,24,2,12,1,22.4&nbsp;,31.0&nbsp;
Supermicro,"SuperServer 2026TT-H6IBQRF (Intel Xeon X5650, 2.66 GHz)",Yes,12,2,6,2,39.9&nbsp;,42.7&nbsp;
Supermicro,"SuperServer 2026TT-H6IBQRF (Intel Xeon X5670, 2.93 GHz)",Yes,12,2,6,2,42.4&nbsp;,45.4&nbsp;
Supermicro,"Motherboard X8SIU-F (Intel Xeon L3406, 2.26 GHz)",Yes,2,1,2,2,24.5&nbsp;,25.6&nbsp;
Supermicro,"Supermicro A+ Server AS-1012G-MTF, AMD Opteron 6164 HE",Yes,12,1,12,1,18.3&nbsp;,23.7&nbsp;
Supermicro,"Supermicro A+ Server AS-1012G-MTF, AMD Opteron 6174",Yes,12,1,12,1,22.3&nbsp;,28.8&nbsp;
Supermicro,"Supermicro A+ Server AS-2022G-URF, AMD Opteron 6176 SE",Yes,24,2,12,1,22.6&nbsp;,31.6&nbsp;
Supermicro,"Supermicro A+ Server AS-2022G-URF4+, AMD Opteron 6134",Yes,16,2,8,1,22.1&nbsp;,30.9&nbsp;
Supermicro,"Supermicro A+ Server AS-2022G-URF, AMD Opteron 6134",Yes,16,2,8,1,19.0&nbsp;,28.1&nbsp;
Supermicro,"Supermicro A+ Server AS-2022TG-HIBQRF, AMD Opteron 6128 HE",Yes,16,2,8,1,20.5&nbsp;,28.6&nbsp;
Supermicro,"Supermicro A+ Server AS-2022TG-HIBQRF, AMD Opteron 6164 HE",Yes,24,2,12,1,18.4&nbsp;,25.5&nbsp;
Supermicro,"Supermicro A+ Server AS-2022G-URF4+, AMD Opteron 6180 SE",Yes,24,2,12,1,23.8&nbsp;,33.2&nbsp;
Supermicro,"Supermicro A+ Server AS-2022G-URF4+, AMD Opteron 6140",Yes,16,2,8,1,23.9&nbsp;,33.8&nbsp;
Supermicro,"Supermicro A+ Server AS-2022TG-HIBQRF, AMD Opteron 6180 SE",Yes,24,2,12,1,23.9&nbsp;,33.0&nbsp;
Supermicro,"SuperServer 2026TT-HIBQRF (X8DTT-HIBQF+, Intel Xeon E5603)",Yes,8,2,4,1,29.3&nbsp;,30.5&nbsp;
Supermicro,"SuperServer 2026TT-HIBQRF (X8DTT-HIBQF+, Intel Xeon E5607)",Yes,8,2,4,1,38.0&nbsp;,39.7&nbsp;
Supermicro,"SuperServer 1026T-6RTF+ (X8DTU-6TF+, Intel Xeon E5603)",Yes,8,2,4,1,29.5&nbsp;,30.4&nbsp;
Supermicro,"SuperServer 1026T-6RTF+ (X8DTU-6TF+, Intel Xeon E5607)",Yes,8,2,4,1,38.0&nbsp;,39.7&nbsp;
Supermicro,"SuperServer 1017C-TF (X9SCL-F, Intel Xeon E3-1280)",Yes,4,1,4,2,57.5&nbsp;,59.9&nbsp;
Supermicro,"SuperServer 1017C-TF (X9SCL-F, Intel Xeon E3-1220)",Yes,4,1,4,1,49.8&nbsp;,51.8&nbsp;
Supermicro,"SuperServer 5017C-MTF (X9SCL-F, Intel Xeon E3-1270)",Yes,4,1,4,2,56.4&nbsp;,58.8&nbsp;
Supermicro,"Motherboard X8SIL (Intel Xeon X3470, 2.93 GHz)",Yes,4,1,4,2,37.9&nbsp;,39.9&nbsp;
Supermicro,"SuperServer 1017C-TF (X9SCL-F, Intel Xeon E3-1230)",Yes,4,1,4,2,49.0&nbsp;,53.6&nbsp;
Supermicro,"Motherboard X8SIL (Intel Xeon X3440, 2.53 GHz)",Yes,4,1,4,2,28.7&nbsp;,32.7&nbsp;
Supermicro,"Motherboard X8SIL (Intel Xeon X3460, 2.80 GHz)",Yes,4,1,4,2,33.9&nbsp;,38.0&nbsp;
Supermicro,"SuperServer 2027GR-TRF (X9DRG-HF, Intel E5-2690)",Yes,16,2,8,2,82.2&nbsp;,87.2&nbsp;
Supermicro,"SuperServer 6027TR-DTRF (X9DRT-HF, Intel E5-2690)",Yes,16,2,8,2,81.7&nbsp;,87.7&nbsp;
Supermicro,"SuperServer 5027R-WRF (X9SRW-F, Intel E5-1660)",Yes,6,1,6,2,81.3&nbsp;,84.8&nbsp;
Supermicro,"SuperServer 5017C-MF (X9SCL-F, Intel G840)",Yes,2,1,2,1,41.5&nbsp;,42.3&nbsp;
Supermicro,"SuperServer 5017C-MF (X9SCL-F, Intel G850)",Yes,2,1,2,1,42.6&nbsp;,43.4&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel E3-1220)",Yes,4,1,4,1,58.3&nbsp;,59.9&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel E3-1230)",Yes,4,1,4,2,59.8&nbsp;,61.6&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel E3-1240)",Yes,4,1,4,2,60.8&nbsp;,62.6&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel E3-1270)",Yes,4,1,4,2,61.9&nbsp;,63.7&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel E3-1280)",Yes,4,1,4,2,63.1&nbsp;,64.8&nbsp;
Supermicro,"SuperServer 1017C-TF (X9SCL-F, Intel E3-1220L)",Yes,2,1,2,2,45.7&nbsp;,47.5&nbsp;
Supermicro,"SuperServer 8046B-6RF (X8QB6-F, Intel Xeon E7-4870, 2.4GHz)",Yes,40,4,10,2,53.6&nbsp;,57.0&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel Celeron G530)",Yes,2,1,2,1,35.0&nbsp;,35.7&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel Pentium G620)",Yes,2,1,2,1,37.9&nbsp;,38.6&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel i3-2100)",Yes,2,1,2,2,47.8&nbsp;,48.8&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel Pentium G840)",Yes,2,1,2,1,41.5&nbsp;,42.2&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel i3-2120)",Yes,2,1,2,2,49.9&nbsp;,51.0&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F single node, Intel Pentium G850)",Yes,2,1,2,1,42.6&nbsp;,43.4&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F, Intel E3-1220L)",Yes,2,1,2,2,45.5&nbsp;,47.3&nbsp;
Supermicro,"SuperServer 6027R-TRF (X9DRI-F, Intel E5-2650)",Yes,16,2,8,2,68.9&nbsp;,72.9&nbsp;
Supermicro,"SuperServer 7047R-TRF (X9DRI-F, Intel E5-2650L)",Yes,16,2,8,2,58.7&nbsp;,62.2&nbsp;
Supermicro,"SuperServer 6027TR-HTRF (X9DRT-HF, Intel E5-2665)",Yes,16,2,8,2,75.8&nbsp;,79.8&nbsp;
Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel E5-2660)",Yes,16,2,8,2,74.2&nbsp;,78.3&nbsp;
Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel E5-2670)",Yes,16,2,8,2,80.1&nbsp;,84.3&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel E5-2670)",Yes,16,2,8,2,79.1&nbsp;,82.6&nbsp;
Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel E5-2620)",Yes,12,2,6,2,61.3&nbsp;,64.5&nbsp;
Supermicro,"SuperServer 6017R-TDF (X9DRD-iF, Intel Xeon E5-2680)",Yes,16,2,8,2,80.4&nbsp;,85.2&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel E5-2648L)",Yes,16,2,8,2,54.3&nbsp;,57.6&nbsp;
Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel E5-2690)",Yes,16,2,8,2,83.5&nbsp;,88.4&nbsp;
Supermicro,"SuperServer 8046B-6RF (X8QB6-F, Intel Xeon E7-4830)",Yes,32,4,8,2,48.2&nbsp;,51.3&nbsp;
Supermicro,"SuperServer 8046B-6RF (X8QB6-F, Intel Xeon E7-4860)",Yes,40,4,10,2,51.7&nbsp;,55.3&nbsp;
Supermicro,"SuperServer 1017GR-TF (X9SRG-F, Intel E5-1620)",Yes,4,1,4,2,75.9&nbsp;,77.8&nbsp;
Supermicro,"SuperServer 1017GR-TRF (X9SRG-F, Intel E5-1650)",Yes,6,1,6,2,79.2&nbsp;,82.0&nbsp;
Supermicro,"SuperServer 1017C-TF (X9SCL-F, Intel i3-2100)",Yes,2,1,2,2,47.8&nbsp;,48.8&nbsp;
Supermicro,"SuperServer 1017C-TF (X9SCL-F, Intel i3-2120)",Yes,2,1,2,2,49.8&nbsp;,50.9&nbsp;
Supermicro,"SuperServer 5037MC-H8TRF (X9SCD-F, Intel E3-1260L)",Yes,4,1,4,2,52.8&nbsp;,55.7&nbsp;
Supermicro,"SuperServer 5017C-MF (X9SCL-F, Intel G530)",Yes,2,1,2,1,35.0&nbsp;,35.7&nbsp;
Supermicro,"SuperServer 5017C-MF (X9SCL-F, Intel G620)",Yes,2,1,2,1,37.9&nbsp;,38.6&nbsp;
Supermicro,"SuperServer 1027GR-TSF (X9DRG-HF, Intel Xeon E5-2680, 2.7GHz)",Yes,16,2,8,2,79.5&nbsp;,83.4&nbsp;
Supermicro,"SuperServer 1027GR-TSF (X9DRG-HF, Intel Xeon E5-2620, 2.0GHz)",Yes,12,2,6,2,60.2&nbsp;,64.1&nbsp;
Supermicro,"SuperServer 1027GR-TSF (X9DRG-HF, Intel Xeon E5-2637, 3.0GHz)",Yes,4,2,2,2,63.5&nbsp;,65.1&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel Xeon E5-2637)",Yes,4,2,2,2,65.3&nbsp;,67.3&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel Xeon E5-2667)",Yes,12,2,6,2,79.3&nbsp;,83.6&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel Xeon E5-2680)",Yes,16,2,8,2,81.1&nbsp;,85.7&nbsp;
Supermicro,"SuperServer 5017R-MTF (X9SRi-F, Intel Xeon E5-1620)",Yes,4,1,4,2,75.8&nbsp;,78.0&nbsp;
Supermicro,"SuperServer 5017R-MTF (X9SRi-F, Intel Xeon E5-1650)",Yes,6,1,6,2,79.6&nbsp;,82.4&nbsp;
Supermicro,"SuperServer 5017R-MTRF (X9SRi-F, Intel Xeon E5-1620)",Yes,4,1,4,2,74.9&nbsp;,76.9&nbsp;
Supermicro,"SuperServer 6017R-WRF (X9DRW-iF, Intel Xeon E5-2630L)",Yes,12,2,6,2,62.0&nbsp;,65.2&nbsp;
Supermicro,"SuperServer 6027R-WRF (X9DRW-iF, Intel Xeon E5-2640)",Yes,12,2,6,2,71.7&nbsp;,75.0&nbsp;
Supermicro,"SuperServer 6027R-N3RFT+ (X9DRW-3TF+, Intel E5-2640)",Yes,12,2,6,2,71.1&nbsp;,74.7&nbsp;
Supermicro,"SuperServer 6027R-N3RFT+ (X9DRW-3TF+, Intel E5-2620)",Yes,12,2,6,2,61.6&nbsp;,65.0&nbsp;
Supermicro,"SuperServer 6027R-N3RFT+ (X9DRW-3TF+, Intel E5-2650)",Yes,16,2,8,2,69.1&nbsp;,73.3&nbsp;
Supermicro,"SuperServer 5017R-MF (X9SRi-F, Intel Xeon E5-1620)",Yes,4,1,4,2,74.9&nbsp;,76.8&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel Xeon E5-2630L)",Yes,12,2,6,2,61.0&nbsp;,64.6&nbsp;
Supermicro,"SuperServer 1027GR-TSF (X9DRG-HF, Intel Xeon E5-2660, 3.0GHz)",Yes,16,2,8,2,72.8&nbsp;,76.9&nbsp;
Supermicro,"SuperServer 2027TR-D70RF (X9DRT-HF, Intel Xeon E5-2630L, 2.0GHz)",Yes,12,2,6,2,61.3&nbsp;,64.6&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel Xeon E5-2630)",Yes,12,2,6,2,66.5&nbsp;,69.9&nbsp;
Supermicro,"SuperServer 1017GR-TF (X9SRG-F, Intel E5-1660)",Yes,6,1,6,2,81.4&nbsp;,84.4&nbsp;
Supermicro,"SuperWorkstation 7047A-T (X9DAI, Intel E5-2603)",Yes,8,2,4,1,45.3&nbsp;,47.2&nbsp;
Supermicro,"SuperWorkstation 7047A-T (X9DAI, Intel E5-2650)",Yes,16,2,8,2,67.5&nbsp;,71.4&nbsp;
Supermicro,"SuperServer 1017C-TF (X9SCL-F, Intel G530)",Yes,2,1,2,1,35.0&nbsp;,35.7&nbsp;
Supermicro,"SuperServer 1017C-TF (X9SCL-F, Intel G620)",Yes,2,1,2,1,37.8&nbsp;,38.6&nbsp;
Supermicro,"SuperServer 6017R-WRF (X9DRW-iF, Intel Xeon E5-2650L)",Yes,16,2,8,2,59.8&nbsp;,63.5&nbsp;
Supermicro,"SuperServer 1017R-MTF (X9SRi-F, Intel Xeon E5-1620)",Yes,4,1,4,2,74.8&nbsp;,76.8&nbsp;
Supermicro,"SuperWorkstation 7047GR-TRF (X9DRG-QF, Intel Xeon E5-2630L)",Yes,12,2,6,2,61.2&nbsp;,64.4&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel Xeon E5-2690)",Yes,16,2,8,2,85.4&nbsp;,90.3&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel Xeon E5-2650L)",Yes,16,2,8,2,58.8&nbsp;,62.7&nbsp;
Supermicro,"SuperWorkstation 7047GR-TRF (X9DRG-QF, Intel Xeon E5-2637)",Yes,4,2,2,2,65.8&nbsp;,67.9&nbsp;
Supermicro,"SuperServer 7047R-TXRF (X9DRX+-F, Intel Xeon E5-2609)",Yes,8,2,4,1,56.0&nbsp;,58.4&nbsp;
Supermicro,"SuperServer 6017R-TDF (X9DRD-iF, Intel Xeon E5-2630L)",Yes,12,2,6,2,61.5&nbsp;,64.6&nbsp;
Supermicro,"SuperServer 5037A-i (X9SRA, Intel Xeon E5-1650)",Yes,6,1,6,2,78.8&nbsp;,81.8&nbsp;
Supermicro,"SuperWorkstation 7047GR-TRF (X9DRG-QF, Intel Xeon E5-2690)",Yes,16,2,8,2,85.6&nbsp;,90.8&nbsp;
Supermicro,"SuperServer 2027TR-D70RF (X9DRT-HF, Intel Xeon E5-2660, 3.0GHz)",Yes,16,2,8,2,72.8&nbsp;,77.0&nbsp;
Supermicro,"SuperServer 2027TR-D70RF (X9DRT-HF, Intel Xeon E5-2667, 3.5GHz)",Yes,12,2,6,2,78.7&nbsp;,83.4&nbsp;
Supermicro,"SuperServer 1027GR-TSF (X9DRG-HF, Intel Xeon E5-2667, 2.9GHz)",Yes,12,2,6,2,78.7&nbsp;,83.0&nbsp;
